WP_227799814.1#762|Massilia_sp__IC2_476	1476	-	+	423	-4154	-2679	47191	48666	WP_227799818.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	1461	-	+	422	-2602	-1142	45654	47114	WP_227799817.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	546	-	+	186	-983	-438	44950	45495	WP_227799816.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	444	-	+	1	-454	-11	44523	44966	WP_227799815.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	591	-	+	459	1	591	43921	44511	WP_227799814.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	600	-	-	0	806	1405	43107	43706	WP_227799813.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	651	-	+	0	1512	2162	42350	43000	WP_227799812.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	702	-	-	0	2159	2860	41652	42353	WP_227799811.1#762	NZ_JAJFER010000002.1	GCF_020707295.1
WP_227799814.1#762|Massilia_sp__IC2_476	651	-	-	424	2863	3513	40999	41649	WP_229520617.1#762	NZ_JAJFER010000002.1	GCF_020707295.1



WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	1143	-	+	30	-3165	-2023	13599	14741	WP_071564834.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	404	-	+	307	-1751	-1348	12924	13327	WP_143108819.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	262	-	+	38	-652	-391	11967	12228	WP_158009388.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	399	-	+	1	-401	-3	11579	11977	WP_071564832.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	447	-	+	459	1	447	11129	11575	WP_071564831.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	1281	-	+	129	504	1784	9792	11072	WP_071564830.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	423	-	-	0	1756	2178	9398	9820	WP_071564829.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	3684	-	+	0	2525	6208	5368	9051	WP_071564828.1#304	NZ_MIQH01000752.1	GCF_001875585.1
WP_071564831.1#304|Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont	339	-	-	0	6205	6543	5033	5371	WP_071564827.1#304	NZ_MIQH01000752.1	GCF_001875585.1



WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	375	+	-	0	-2384	-2010	3868379	3868753	WP_014021309.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	228	+	+	0	-1829	-1602	3868934	3869161	WP_014021310.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	351	+	+	38	-773	-423	3869990	3870340	WP_244874452.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	438	+	+	1	-439	-2	3870324	3870761	WP_041934724.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	468	+	+	459	1	468	3870764	3871231	WP_014021314.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	1569	+	+	10	1052	2620	3871815	3873383	WP_014021315.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	1254	+	+	15	2624	3877	3873387	3874640	WP_014021316.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	189	+	+	0	3877	4065	3874640	3874828	WP_014021317.1#334	NC_015914.1	GCF_000222485.1
WP_014021314.1#334|Cyclobacterium_marinum_DSM_745	951	+	+	95	4062	5012	3874825	3875775	WP_014021318.1#334	NC_015914.1	GCF_000222485.1



WP_141815822.1#470|Arcticibacter_tournemirensis	2181	-	+	0	-4199	-2019	4077577	4079757	WP_141815826.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	873	-	+	0	-1923	-1051	4076609	4077481	WP_141815825.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	411	-	+	38	-833	-423	4075981	4076391	WP_141815824.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	456	-	+	1	-454	1	4075557	4076012	WP_141815823.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	453	-	+	459	1	453	4075105	4075557	WP_141815822.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	327	-	+	0	646	972	4074586	4074912	WP_202618122.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	717	-	-	39	1011	1727	4073831	4074547	WP_141813394.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	1527	-	-	22	1729	3255	4072303	4073829	WP_244939636.1#470	NZ_VFPL01000001.1	GCF_006716645.1
WP_141815822.1#470|Arcticibacter_tournemirensis	306	-	+	0	3327	3632	4071926	4072231	WP_141815466.1#470	NZ_VFPL01000001.1	GCF_006716645.1



WP_148126072.1#541|Oenococcus_kitaharae	501	-	-	0	-2521	-2021	57063	57563	WP_007744278.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	957	-	+	0	-1879	-923	55965	56921	WP_028291787.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	231	-	-	0	-806	-576	55618	55848	WP_007744270.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	369	-	+	0	-448	-80	55122	55490	WP_007744269.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	387	-	+	459	1	387	54655	55041	WP_148126072.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	798	-	+	0	589	1386	53656	54453	WP_007744267.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	768	-	+	0	1907	2674	52368	53135	WP_007744266.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	597	-	+	0	3026	3622	51420	52016	WP_007744264.1#541	NZ_JSAH01000007.1	GCF_001752515.1
WP_148126072.1#541|Oenococcus_kitaharae	291	-	+	0	3827	4117	50925	51215	WP_007744263.1#541	NZ_JSAH01000007.1	GCF_001752515.1



WP_162561367.1#196|Salinispora_vitiensis	963	-	-	0	-3135	-2173	3962834	3963796	WP_188115878.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	813	-	-	187	-1944	-1132	3961793	3962605	WP_018218175.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	351	-	+	1	-794	-444	3961105	3961455	WP_018218174.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	393	-	+	1	-388	4	3960657	3961049	WP_080636949.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	486	-	+	459	1	486	3960175	3960660	WP_162561367.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	840	-	-	35	572	1411	3959250	3960089	WP_033661823.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	546	-	-	0	1475	2020	3958641	3959186	WP_026184887.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	420	-	-	220	2127	2546	3958115	3958534	WP_018218170.1#196	NZ_KB900388.1	GCF_000378825.1
WP_162561367.1#196|Salinispora_vitiensis	885	-	+	0	2667	3551	3957110	3957994	WP_018218169.1#196	NZ_KB900388.1	GCF_000378825.1



WP_187660396.1#680|Flavobacterium_buctense	564	+	-	0	-3039	-2476	144435	144998	WP_187660392.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	1053	+	+	100	-2025	-973	145449	146501	WP_187660393.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	381	+	+	38	-820	-440	146654	147034	WP_187660394.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	471	+	+	1	-462	8	147012	147482	WP_187660395.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	492	+	+	459	1	492	147475	147966	WP_187660396.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	699	+	+	0	636	1334	148110	148808	WP_187660397.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	705	+	+	0	1494	2198	148968	149672	WP_187660398.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	615	+	-	45	2550	3164	150024	150638	WP_187660399.1#680	NZ_JACTAB010000004.1	GCF_014486695.1
WP_187660396.1#680|Flavobacterium_buctense	405	+	+	0	3480	3884	150954	151358	WP_187660400.1#680	NZ_JACTAB010000004.1	GCF_014486695.1



WP_215886406.1#764|Acidithiobacillus_ferridurans	182	-	+	0	-733	-552	4941	5122	WP_215886408.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	555	-	+	178	-546	8	4381	4935	WP_215886407.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	462	-	+	459	1	462	3927	4388	WP_215886406.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	672	-	+	177	476	1147	3242	3913	WP_215886405.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	828	-	+	108	1288	2115	2274	3101	WP_215886404.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	609	-	+	108	2115	2723	1666	2274	WP_215886403.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1
WP_215886406.1#764|Acidithiobacillus_ferridurans	846	-	+	405	2704	3549	840	1685	WP_215886402.1#764	NZ_JABBHQ010000162.1	GCF_018854555.1



WP_147228778.1#472|Psychroflexus_gondwanensis	288	-	+	38	-789	-502	2571	2858	WP_147228782.1#472	NZ_VOSA01000054.1	GCF_007997315.1
WP_147228778.1#472|Psychroflexus_gondwanensis	510	-	+	1	-518	-9	2078	2587	WP_190311293.1#472	NZ_VOSA01000054.1	GCF_007997315.1
WP_147228778.1#472|Psychroflexus_gondwanensis	417	-	+	459	1	417	1652	2068	WP_147228778.1#472	NZ_VOSA01000054.1	GCF_007997315.1
WP_147228778.1#472|Psychroflexus_gondwanensis	597	-	+	0	907	1503	566	1162	WP_147228774.1#472	NZ_VOSA01000054.1	GCF_007997315.1



WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	318	+	+	0	-2853	-2536	184432	184749	WP_028828466.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	1584	+	+	0	-2520	-937	184765	186348	WP_242825188.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	396	+	+	24	-776	-381	186509	186904	WP_028828467.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	372	+	+	1	-380	-9	186905	187276	WP_051188382.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	507	+	+	459	1	507	187286	187792	WP_028828468.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	219	+	+	3	943	1161	188228	188446	WP_084502769.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	1296	+	-	0	1286	2581	188571	189866	WP_207636187.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	2040	+	-	0	2568	4607	189853	191892	WP_036931309.1#752	NZ_AUID01000001.1	GCF_000423525.1
WP_028828468.1#752|Proteocatella_sphenisci_DSM_23131	1056	+	-	36	4665	5720	191950	193005	WP_242825189.1#752	NZ_AUID01000001.1	GCF_000423525.1



WP_174410907.1#129|Desulfovibrio_psychrotolerans	354	-	-	0	-2875	-2522	57586	57939	WP_174410911.1#129	NZ_BLVP01000036.1	GCF_013340305.1
